;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC;Em_elVC;Em_elBatt;C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
764;0.4438;722.4162;24302.0;0.3072;710.016;2205958.4797;6.8936;16.0008;11118.033;7.172;384.9225;539.2777;892.9328;2.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5912;286.228;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;765
765;0.3569;703.7701;24302.0;0.2135;691.3494;2104901.1819;6.8854;15.3087;11069.9616;7.1987;385.4033;514.5181;754.1322;1.687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5766;11.5981;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;766
766;0.4334;564.7892;24302.0;0.3046;552.7822;2266118.3385;6.9608;16.2073;11644.9725;7.7249;288.8263;554.0172;761.2423;2.9015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4387;46.7145;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;767
767;0.3274;674.2346;24302.0;0.2031;661.9141;2407896.3445;6.6332;16.8624;11590.1081;7.6444;352.5977;588.7536;748.154;1.6793;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3615;323.4963;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;768
768;0.3732;644.1234;24302.0;0.2486;632.8319;2202589.9847;6.0091;16.374;11913.1276;7.9544;373.8246;538.4524;750.5995;2.5706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.1998;493.2969;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;769
769;0.3907;429.4361;24302.0;0.2339;415.8144;2111394.912;5.352;15.4866;10008.7385;7.9151;268.0214;516.1091;766.445;2.4057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.035;372.9943;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;770
770;0.3778;553.1427;24302.0;0.2415;541.4724;2080739.2814;6.2805;15.1053;11803.3293;7.4627;315.3502;508.5983;888.4895;2.3247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0591;126.0401;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;771
771;0.3246;377.8375;24302.0;0.1861;364.2704;2380123.9138;5.0132;15.8061;11099.126;7.6559;274.938;581.9492;706.4403;1.8645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5022;99.657;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;772
772;0.3008;509.0962;24302.0;0.1715;497.2121;2233986.823;5.087;15.8875;11832.034;7.8887;344.9847;546.1448;747.706;1.681;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.136;496.949;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;773
773;0.4224;492.6909;24302.0;0.2823;479.4666;2293950.3597;6.4609;15.5563;11150.7331;7.1515;285.117;560.8362;837.8596;2.7361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.9214;218.8358;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;774
774;0.3837;351.6428;24302.0;0.2467;338.1965;2385372.7742;5.129;16.5878;10694.5497;7.6976;235.2326;583.2352;823.4113;2.8175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1182;408.8377;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;775
775;0.4266;347.9203;24302.0;0.2695;332.8323;2334256.7917;5.8131;15.2871;10120.256;7.8593;220.1686;570.7115;769.6998;2.7721;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0288;53.7283;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;776
776;0.3644;509.6161;24302.0;0.2309;496.9635;2303193.4152;6.9586;16.0769;11322.5805;7.5432;272.8478;563.1008;828.9682;1.9273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.1032;124.3993;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;777
777;0.3151;387.2789;24302.0;0.1864;375.9701;2135525.7928;5.8784;16.9183;11161.7402;7.484;229.5766;522.0213;794.9173;1.5919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4007;397.9375;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;778
778;0.3233;563.7047;24302.0;0.1849;551.1648;2202193.259;5.244;15.421;11388.0231;7.2104;382.9778;538.3552;885.0369;1.7736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0305;420.6952;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;779
779;0.3751;474.8027;24302.0;0.2442;463.0656;2178873.3802;6.5434;15.8672;11699.5631;7.3147;258.5728;532.6417;884.5316;2.2518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6717;208.6693;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;780
780;0.4222;735.6763;24302.0;0.2947;722.9119;2432314.9739;6.5614;16.1124;11826.612;7.6054;396.7293;594.7363;837.0721;2.9528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7052;487.8713;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;781
781;0.4026;323.169;24302.0;0.2568;310.017;2192089.8149;5.5514;15.1685;10988.1304;7.6428;206.6236;535.8798;782.3954;2.7964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5895;85.8338;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;782
782;0.3634;347.428;24302.0;0.2231;334.8804;2173986.9605;6.1349;16.4981;10501.8108;7.5356;205.856;531.4445;790.603;1.9849;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.9454;24.7567;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;783
783;0.3657;559.6121;24302.0;0.2451;547.4816;2443740.0207;5.5201;16.936;11895.092;7.3855;382.2405;597.5355;870.3061;2.7085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.7431;224.7229;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;784
784;0.3854;610.8885;24302.0;0.2327;595.7106;2415538.62;5.7222;15.8095;10066.5959;7.7388;364.6708;590.626;820.4024;2.2298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.011;341.2931;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;785
785;0.3574;553.0489;24302.0;0.2208;539.623;2388152.3029;5.8489;16.5004;10780.1733;7.7894;350.2841;583.9162;789.2799;2.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.7703;348.4786;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;786
786;0.4423;496.9911;24302.0;0.2841;483.3808;2090429.2655;6.8958;15.3405;10012.1814;7.0873;255.6226;510.9724;749.1407;2.4656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4569;25.7098;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;787
787;0.2962;403.7279;24302.0;0.1688;391.332;2365218.5378;6.2579;15.9381;11971.6678;7.7944;212.2368;578.2973;890.8208;1.3383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1909;418.1517;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;788
788;0.3898;574.675;24302.0;0.243;561.1286;2243268.245;5.7936;16.3911;10102.9783;7.3221;342.6516;548.4188;775.1058;2.3405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.6709;370.4027;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;789
789;0.3225;366.9431;24302.0;0.1788;353.6478;2248694.2442;5.0816;16.5819;10199.955;7.4063;274.5981;549.7482;876.4725;1.5767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8022;4.8265;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;790
790;0.3929;600.0745;24302.0;0.2448;586.3392;2253892.9017;5.9347;15.0434;10908.1289;7.6745;361.6067;551.0219;753.2686;2.4299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5172;457.3359;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;791
791;0.378;488.9844;24302.0;0.2426;477.5501;2052660.7351;6.2674;15.3521;11693.394;7.7497;279.7891;501.7189;820.198;2.3507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8082;211.0358;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;792
792;0.3262;519.484;24302.0;0.1969;507.9807;2161959.4785;6.1889;16.3995;11460.2798;7.1068;300.2977;528.4977;861.042;1.6772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3724;357.437;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;793
793;0.3903;513.5818;24302.0;0.2565;500.1195;2444915.9123;6.811;15.9643;11376.1275;7.8971;281.8909;597.8236;839.6542;2.3236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.585;8.6626;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;794
794;0.3768;468.9357;24302.0;0.2347;456.6356;2103737.1267;6.9271;15.4281;11085.8434;7.9756;245.1333;514.2329;778.9031;1.9831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2502;307.9641;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;795
795;0.3053;343.5152;24302.0;0.1717;330.9365;2287504.7918;5.4587;16.0409;11336.9853;7.3969;216.8187;559.257;788.8225;1.4955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.945;466.6082;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;796
796;0.3458;389.0131;24302.0;0.19;375.354;2131174.463;5.0092;15.4079;10126.3754;7.0674;274.2377;520.9552;741.3926;1.766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1011;279.9632;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;797
797;0.3855;460.2376;24302.0;0.2579;449.2961;2084585.7247;6.6741;15.8848;11993.8523;7.4908;239.362;509.5407;840.4842;2.4222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3034;464.6977;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;798
798;0.3445;457.2855;24302.0;0.2159;445.5639;2215360.307;5.8757;16.7336;11294.5519;7.759;285.7927;541.5812;747.0793;2.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8141;346.9737;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;799
799;0.3831;582.0241;24302.0;0.2389;568.5201;2275536.492;6.0247;15.8263;10647.3062;7.4674;353.1831;556.3247;712.228;2.2672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6089;41.7906;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;800
