;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;Em_elBatt;cd_phev;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
209;0.5871;135.3056;81515.6549;0.1099;115.0264;3464058.041;1.0957;0.0;0.0;0.0;0.0;0.0;0.0;39.0387;101.2923;93.0066;0.0;293.2077;554.2135;858.7335;0.0;15.2995;11164.9525;7.2789;4.147;196.4945;98.2584;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;210
210;0.5938;221.6025;81429.1636;0.1208;199.9554;3726786.834;1.5591;0.0;0.0;0.0;0.0;0.0;0.0;41.142;95.7722;93.1669;0.0;358.8199;570.4025;729.8472;0.0;16.2594;10588.3926;7.4411;3.3759;169.6831;103.3068;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;211
211;0.6357;155.2184;79823.5305;0.125;132.1165;3610672.8276;1.1658;0.0;0.0;0.0;0.0;0.0;0.0;37.933;93.8384;93.7434;0.0;319.0284;582.6304;792.0168;0.0;15.1744;10299.782;7.235;4.6737;198.9673;88.0837;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;212
212;0.5528;121.4262;81906.6231;0.1216;104.1308;3285296.3683;1.1008;0.0;0.0;0.0;0.0;0.0;0.0;44.3795;100.9241;95.6561;0.0;271.7311;532.2319;759.4336;0.0;16.2824;11666.1307;7.4828;5.302;195.0349;102.1005;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;213
213;0.6121;142.6821;83150.5149;0.1505;123.0088;3544191.3198;1.2536;0.0;0.0;0.0;0.0;0.0;0.0;45.4115;106.0917;93.9196;0.0;276.7509;590.2966;764.2108;0.0;15.3025;11772.7406;7.9996;6.798;161.6154;109.3483;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;214
214;0.5614;158.6926;82020.4035;0.1086;139.1215;3544779.7341;1.1004;0.0;0.0;0.0;0.0;0.0;0.0;37.0421;97.9474;94.1847;0.0;357.5854;520.6567;739.342;0.0;15.1066;11989.6796;7.3843;4.3631;186.8761;107.0729;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;215
215;0.6526;203.5023;81048.8349;0.1607;181.8143;3573555.6877;1.4213;0.0;0.0;0.0;0.0;0.0;0.0;30.8342;88.7608;94.905;0.0;364.5753;539.7592;871.5748;0.0;15.9199;10350.0315;7.0795;6.0265;194.2638;107.629;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;216
216;0.5838;177.5434;81506.1096;0.1198;158.9317;3269415.3164;1.5946;0.0;0.0;0.0;0.0;0.0;0.0;48.689;97.1922;95.9049;0.0;287.0485;501.3997;894.7985;0.0;16.3756;10727.1958;7.2815;3.2702;173.9757;101.9761;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;217
217;0.581;140.968;83397.3548;0.1309;121.277;3648836.8367;1.0079;0.0;0.0;0.0;0.0;0.0;0.0;38.3467;106.0508;93.7347;0.0;338.7014;551.6508;749.9893;0.0;15.9954;11584.8623;7.77;6.6207;178.8787;111.899;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;218
218;0.6315;134.3605;80133.7388;0.113;114.3886;3086698.8281;1.2565;0.0;0.0;0.0;0.0;0.0;0.0;45.7794;89.0669;95.7513;0.0;261.7705;503.3405;754.2596;0.0;15.3284;10082.709;7.2116;3.3856;187.5989;95.818;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;219
219;0.6248;212.2739;81026.9001;0.1658;191.7398;3624783.0016;1.4646;0.0;0.0;0.0;0.0;0.0;0.0;39.4236;86.5123;95.2174;0.0;374.3393;539.6033;886.503;0.0;15.5198;11374.1985;7.7595;6.6005;196.1448;109.367;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;220
220;0.5863;111.3205;80025.5103;0.1222;91.8155;3363551.9883;1.1085;0.0;0.0;0.0;0.0;0.0;0.0;45.8234;87.8547;94.2513;0.0;234.4354;597.917;825.688;0.0;15.2584;11301.6367;7.3416;5.1514;175.0608;96.166;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;221
221;0.6575;154.2695;83349.3759;0.1707;135.5416;3206733.2677;1.503;0.0;0.0;0.0;0.0;0.0;0.0;38.3885;104.2546;93.6005;0.0;253.4822;533.2536;753.2807;0.0;16.6425;10288.5749;7.4226;6.314;181.2433;113.329;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;222
222;0.6511;218.1843;80168.3355;0.1479;195.6642;3588030.8273;1.595;0.0;0.0;0.0;0.0;0.0;0.0;37.1911;88.3903;93.5254;0.0;344.5372;555.8231;890.873;0.0;15.3694;10366.4607;7.9847;4.7943;182.3806;97.7598;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;223
223;0.6321;125.2813;81112.4392;0.1179;106.5074;2961571.1904;1.3636;0.0;0.0;0.0;0.0;0.0;0.0;42.6654;86.166;95.8459;0.0;224.8133;504.9137;838.4396;0.0;15.5585;10139.0841;7.0258;3.442;194.5488;110.5357;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;224
224;0.6035;144.3371;80648.2806;0.1146;124.0558;3345517.6378;1.2556;0.0;0.0;0.0;0.0;0.0;0.0;45.4889;90.2941;94.3119;0.0;279.8259;556.0662;712.2287;0.0;15.7789;10454.1826;7.3298;3.6806;173.7922;100.5166;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;225
225;0.5587;96.7213;80167.8074;0.1242;79.874;3108730.5079;1.08;0.0;0.0;0.0;0.0;0.0;0.0;38.1912;95.2204;95.2752;0.0;211.6009;562.1418;724.1483;0.0;16.1209;11446.2508;7.555;5.5379;192.7951;90.4983;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;226
226;0.6098;238.5222;80024.2131;0.1432;218.1554;3493371.9463;1.5956;0.0;0.0;0.0;0.0;0.0;0.0;43.2675;80.202;93.9616;0.0;385.7874;507.8521;870.7338;0.0;16.0442;10690.6228;7.1123;4.5251;167.8933;105.7036;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;227
227;0.5892;133.1139;79208.5835;0.1257;113.1869;3405171.6365;1.013;0.0;0.0;0.0;0.0;0.0;0.0;47.8684;84.4675;94.0037;0.0;315.4186;536.3625;824.6771;0.0;15.0469;11356.6461;7.4714;5.9843;183.7069;89.9853;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;228
228;0.5831;155.6881;80360.899;0.1634;138.7555;3242150.7072;1.3763;0.0;0.0;0.0;0.0;0.0;0.0;45.6659;85.1951;93.6771;0.0;283.6132;523.6223;823.8023;0.0;16.3548;11707.5174;7.0754;6.8594;173.4865;103.1515;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;229
229;0.6197;117.0853;79605.792;0.1428;99.5275;2930662.0839;1.3355;0.0;0.0;0.0;0.0;0.0;0.0;32.7195;80.4355;95.0468;0.0;212.7122;526.5497;730.8212;0.0;16.1064;10363.2601;7.8309;5.3625;186.4401;100.7737;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;230
230;0.5535;121.2796;82845.8574;0.1089;103.1057;3386243.571;1.1217;0.0;0.0;0.0;0.0;0.0;0.0;35.1806;97.7466;93.3924;0.0;257.7943;581.4584;837.16;0.0;16.1796;11516.0256;7.3126;4.1238;163.7978;116.2123;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;231
231;0.558;226.4578;80936.0416;0.1198;206.226;3737221.3205;1.4642;0.0;0.0;0.0;0.0;0.0;0.0;34.9778;83.9651;93.3404;0.0;394.792;563.1733;841.486;0.0;16.632;11106.2947;7.9243;3.7669;165.1315;112.5349;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;232
232;0.5401;138.0616;81058.5445;0.112;119.4495;3524463.9886;1.0557;0.0;0.0;0.0;0.0;0.0;0.0;48.7727;106.3695;94.5065;0.0;321.1156;523.6551;811.6378;0.0;16.6703;11359.3836;7.1428;4.542;190.9831;88.6528;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;233
233;0.6227;209.42;78851.178;0.1495;188.8908;3420877.6118;1.5457;0.0;0.0;0.0;0.0;0.0;0.0;41.3995;90.2241;93.0482;0.0;341.4675;517.785;730.4505;0.0;16.4241;10145.7597;7.5248;4.9019;185.6348;80.7741;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;234
234;0.6175;172.9159;81839.2848;0.1686;154.4095;3374048.6575;1.394;0.0;0.0;0.0;0.0;0.0;0.0;38.8493;93.4223;93.1622;0.0;309.8894;526.2495;833.3411;0.0;16.7682;10872.8527;7.1337;6.8472;169.4589;110.4656;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;235
235;0.6275;134.5554;80991.6252;0.1216;115.6039;3034121.2546;1.472;0.0;0.0;0.0;0.0;0.0;0.0;46.0761;97.8997;94.2931;0.0;222.3824;521.3812;742.9268;0.0;15.1096;10595.8861;7.4249;3.6204;161.193;96.4103;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;236
236;0.5399;117.8573;79452.1489;0.0992;99.7983;3255837.971;1.1764;0.0;0.0;0.0;0.0;0.0;0.0;34.5822;90.8815;95.806;0.0;244.0712;568.791;814.0555;0.0;15.8412;11381.0188;7.5125;3.1832;174.2426;87.5329;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;237
237;0.6313;181.8489;79865.3333;0.1185;161.0669;3236411.6463;1.5264;0.0;0.0;0.0;0.0;0.0;0.0;35.4983;81.2584;95.8575;0.0;303.7525;524.2684;740.2138;0.0;15.2835;10189.551;7.9295;3.2273;162.5401;103.1098;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;238
238;0.5702;131.2399;81618.9752;0.1491;115.0376;3140513.6101;1.3499;0.0;0.0;0.0;0.0;0.0;0.0;42.6782;102.2675;93.0406;0.0;238.1039;527.4312;805.8227;0.0;16.1653;11990.5774;7.9327;6.2789;172.0594;98.4599;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;239
239;0.6219;183.5169;82379.2006;0.1118;161.8548;3498155.2343;1.3394;0.0;0.0;0.0;0.0;0.0;0.0;35.6044;98.878;94.8971;0.0;344.369;513.487;874.6109;0.0;15.4089;10480.1615;7.1609;3.2563;191.6907;109.7332;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;240
240;0.6618;184.2983;80437.5893;0.1602;163.6051;3318276.4307;1.5718;0.0;0.0;0.0;0.0;0.0;0.0;33.3709;100.2732;94.6911;0.0;295.9815;520.1359;834.2239;0.0;16.0221;10008.4488;7.8224;5.4099;173.5905;89.2549;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;241
241;0.5503;141.058;82486.2943;0.1189;124.9211;3085683.916;1.4379;0.0;0.0;0.0;0.0;0.0;0.0;36.9475;100.6851;93.8344;0.0;244.8076;510.4323;827.6025;0.0;16.2721;11751.3604;7.003;3.8591;191.4094;108.7292;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;242
242;0.579;147.8874;78262.4675;0.1335;127.1919;3635478.1146;1.0728;0.0;0.0;0.0;0.0;0.0;0.0;41.7838;81.109;93.7949;0.0;333.9456;597.5802;720.2115;0.0;15.5818;11273.7643;7.0718;6.1905;188.3533;82.5021;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;243
243;0.5758;179.004;81409.4009;0.1443;160.1816;3550886.5351;1.5308;0.0;0.0;0.0;0.0;0.0;0.0;36.187;91.177;95.0933;0.0;298.8133;595.89;733.119;0.0;16.3344;11549.3983;7.4701;5.0874;192.9158;108.2966;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;244
244;0.5926;180.9479;78954.0758;0.1646;162.93;3323940.0105;1.4112;0.0;0.0;0.0;0.0;0.0;0.0;49.457;85.1372;95.0523;0.0;329.5573;504.1258;769.9171;0.0;16.3155;11307.0211;7.0866;6.6505;193.2681;85.9288;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;245
245;0.584;160.1995;78467.9317;0.1452;142.5694;3152569.8796;1.5441;0.0;0.0;0.0;0.0;0.0;0.0;43.575;80.138;93.5891;0.0;259.4968;528.4381;841.1855;0.0;16.0776;11122.1718;7.0823;4.9227;183.8947;85.9942;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;246
246;0.5614;150.6565;81411.1545;0.1112;131.6539;3436438.5084;1.4414;0.0;0.0;0.0;0.0;0.0;0.0;32.4854;108.1936;95.0252;0.0;260.6416;587.8702;772.8317;0.0;15.8393;11417.2136;7.0211;3.2915;181.8764;91.6766;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;247
247;0.5837;155.089;83462.6023;0.1308;134.7283;3752492.1671;1.0255;0.0;0.0;0.0;0.0;0.0;0.0;31.6421;107.0135;93.7852;0.0;370.0099;548.2409;709.9883;0.0;15.4173;11954.1805;7.5769;6.6083;170.9265;112.0444;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;248
248;0.6219;162.5138;83436.847;0.1594;144.2831;3288974.1839;1.45;0.0;0.0;0.0;0.0;0.0;0.0;41.263;105.6107;94.0771;0.0;281.117;515.989;796.204;0.0;15.6486;11528.7273;7.3314;6.2661;191.9681;112.3371;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;249
249;0.6626;178.0114;82217.5205;0.1484;156.951;3367660.8847;1.4348;0.0;0.0;0.0;0.0;0.0;0.0;35.0389;94.1071;93.9757;0.0;308.7053;535.0593;715.5937;0.0;15.4964;10318.864;7.1143;5.2162;166.8821;113.9938;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;250
250;0.5613;96.6381;80592.7711;0.1286;80.7304;2962908.9308;1.1205;0.0;0.0;0.0;0.0;0.0;0.0;36.4858;81.4606;93.2306;0.0;201.7157;533.5514;854.0291;0.0;16.6172;11208.6974;7.4366;5.5796;188.4436;111.2409;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;251
251;0.588;113.716;80215.668;0.1241;94.8286;3266079.6317;1.1553;0.0;0.0;0.0;0.0;0.0;0.0;49.6751;105.8422;94.3285;0.0;232.5108;554.834;856.9477;0.0;15.9886;10815.4242;7.9831;4.9673;187.9102;81.1235;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;252
252;0.5996;148.8332;82623.7626;0.1308;128.7842;3533634.1054;1.1493;0.0;0.0;0.0;0.0;0.0;0.0;30.4575;98.5142;93.1522;0.0;313.4571;566.4483;798.3327;0.0;15.3538;11479.2708;7.8051;5.7543;184.8524;113.1061;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;253
253;0.5952;188.0824;81011.7239;0.1392;167.6987;3620992.4119;1.263;0.0;0.0;0.0;0.0;0.0;0.0;41.2003;89.238;93.7136;0.0;373.6671;539.4856;762.6058;0.0;16.7243;10621.7888;7.6473;5.4965;168.7349;106.2064;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;254
254;0.5065;151.5467;78279.4842;0.1019;134.6518;3268719.688;1.1968;0.0;0.0;0.0;0.0;0.0;0.0;43.7427;83.1588;95.207;0.0;321.6734;507.7002;736.8589;0.0;16.4271;11777.6718;7.7113;3.4907;177.0628;80.7332;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;255
255;0.5943;130.8009;79626.8821;0.1548;114.0587;3033386.6108;1.5283;0.0;0.0;0.0;0.0;0.0;0.0;31.0379;86.449;94.0094;0.0;210.6914;546.2104;858.4265;0.0;16.8359;10761.6627;7.7175;5.5034;192.1973;94.0701;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;256
256;0.5778;113.3917;81896.3354;0.1477;96.6529;3187430.2301;1.2405;0.0;0.0;0.0;0.0;0.0;0.0;42.5818;95.895;95.2128;0.0;222.7765;569.1911;705.6674;0.0;16.1457;11793.9863;7.2337;6.566;178.0495;107.7957;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;257
257;0.5867;103.0986;80318.7494;0.1173;85.0407;3089634.3342;1.0882;0.0;0.0;0.0;0.0;0.0;0.0;32.7455;102.8882;94.3845;0.0;221.5004;544.4992;747.95;0.0;16.2739;10513.4898;7.0314;4.4511;176.5653;85.8357;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;258
258;0.5613;208.8791;83017.9072;0.1224;190.1808;3536441.2771;1.5509;0.0;0.0;0.0;0.0;0.0;0.0;49.8638;99.6142;94.0466;0.0;346.3233;511.9744;792.9898;0.0;16.6487;11360.123;7.9742;3.7717;172.2741;114.6252;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;259
259;0.5976;165.4327;80722.1544;0.1072;142.3368;3801342.6355;1.0717;0.0;0.0;0.0;0.0;0.0;0.0;36.7633;97.8586;95.4235;0.0;380.5881;555.9159;893.0217;0.0;16.081;10235.0468;7.964;3.6889;168.4478;94.2017;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;260
260;0.5642;168.4163;81708.7903;0.1059;149.1734;3431079.9306;1.3004;0.0;0.0;0.0;0.0;0.0;0.0;36.9676;107.7841;94.5352;0.0;325.6594;507.2571;710.3676;0.0;15.3398;11623.5999;7.1752;3.3705;166.7572;94.6912;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;261
261;0.5571;177.2387;81289.4337;0.1342;159.4768;3413785.9354;1.3646;0.0;0.0;0.0;0.0;0.0;0.0;44.9378;92.9545;93.1166;0.0;326.7947;515.702;819.5401;0.0;16.2129;11854.5612;7.4287;5.1381;185.9229;104.3439;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;262
262;0.5789;188.1472;80113.8961;0.1227;168.0379;3531096.3315;1.2457;0.0;0.0;0.0;0.0;0.0;0.0;30.4909;90.5157;93.642;0.0;379.3326;509.7115;894.4911;0.0;15.6459;11223.0738;7.4523;4.6055;181.5625;95.4139;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;263
263;0.59;103.5388;79712.5751;0.1339;85.6066;3134103.192;1.206;0.0;0.0;0.0;0.0;0.0;0.0;37.7561;101.9867;95.0373;0.0;202.5862;568.6267;842.5734;0.0;16.3956;10659.8854;7.0949;5.292;179.9748;80.2533;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;264
264;0.5747;192.5114;80337.5484;0.1454;173.1188;3629051.7715;1.4033;0.0;0.0;0.0;0.0;0.0;0.0;39.8284;102.872;94.9709;0.0;351.8358;528.88;856.4346;0.0;16.8567;11101.5708;7.7171;5.5087;179.5993;85.4987;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;265
265;0.6087;190.254;82502.1727;0.1743;171.934;3479374.414;1.5875;0.0;0.0;0.0;0.0;0.0;0.0;43.3588;107.933;93.7542;0.0;304.9261;536.5422;768.6659;0.0;16.5019;11509.1498;7.0002;6.4821;187.6165;101.1811;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;266
