;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;Em_elBatt;cd_phev;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
400;0.45;427.3239;27730.8775;0.2695;407.6747;3019400.6261;5.5991;15.1794;5.4857;0.2863;2.7366;0.0;11.558;0.0;0.0;45.7327;483.7869;273.5522;563.7795;705.4777;0.0066;15.2347;10086.4888;7.9115;2.7205;161.3495;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;401
401;0.3162;354.4538;27992.3826;0.174;339.3853;2966631.0916;5.5373;15.9807;5.3646;0.2322;1.5387;0.0;11.343;0.0;0.0;44.2106;66.1676;237.9704;553.9072;779.4988;0.0093;16.9282;11630.1022;7.2774;1.5266;187.4621;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;402
402;0.3692;351.7609;27607.8631;0.2266;335.7925;3093052.2995;6.1908;15.1622;6.1535;0.3063;2.006;0.0;10.5609;0.0;0.0;45.9599;4.1031;215.9711;577.5585;876.063;0.0022;16.5596;11696.9852;7.4906;2.0022;164.9351;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;403
403;0.4756;686.7783;27751.7797;0.3099;669.8539;2834715.0061;6.6859;15.346;6.5434;0.4962;2.7716;0.0;11.2357;0.0;0.0;43.6012;66.6559;381.3141;529.2279;817.6616;0.0086;16.6647;10050.7633;7.9351;2.7519;167.8382;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;404
404;0.3568;453.7083;27904.003;0.1935;436.3315;2968268.33;5.4794;15.9653;5.319;0.4685;1.7875;0.0;11.4283;0.0;0.0;42.4678;167.4218;293.2077;554.2135;858.7335;0.0086;15.2995;11164.9525;7.2789;1.7761;178.3295;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;405
405;0.3976;507.7646;27692.0447;0.2204;487.8011;3120162.6792;5.7453;16.8637;5.5526;0.2282;2.0113;0.0;10.7615;0.0;0.0;43.481;249.3406;319.0284;582.6304;792.0168;0.0098;15.1744;10299.782;7.235;1.9939;169.6831;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;406
406;0.439;462.4776;27823.9944;0.2846;444.9306;3161140.1419;5.9453;15.3359;5.8454;0.3726;2.9141;0.0;10.0392;0.0;0.0;43.5313;223.0098;276.7509;590.2966;764.2108;0.0058;15.3025;11772.7406;7.9996;2.8993;195.0349;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;407
407;0.4601;622.5901;27791.291;0.2914;605.0445;2891007.0351;6.5093;15.3347;6.4043;0.3022;2.5862;0.0;10.3025;0.0;0.0;44.8542;5.8116;364.5753;539.7592;871.5748;0.0063;15.9199;10350.0315;7.0795;2.5717;186.8761;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;408
408;0.4014;478.3254;27931.7353;0.2507;462.381;2954570.1557;5.1512;16.9819;5.0263;0.2203;2.8388;0.0;11.8737;0.0;0.0;43.3028;105.28;338.7014;551.6508;749.9893;0.0061;15.9954;11584.8623;7.77;2.8228;173.9757;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;409
409;0.4664;656.0214;28004.0084;0.3078;639.6489;2890173.7166;6.5811;15.8551;6.5488;0.2289;2.8302;0.0;11.3967;0.0;0.0;45.0519;124.5482;374.3393;539.6033;886.503;0.0019;15.5198;11374.1985;7.7595;2.8253;187.5989;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;410
410;0.4728;484.5249;27875.0328;0.31;467.8439;2856233.2252;6.7788;15.3618;6.6767;0.3614;2.7084;0.0;11.4762;0.0;0.0;43.1218;175.5817;253.4822;533.2536;753.2807;0.0062;16.6425;10288.5749;7.4226;2.6938;175.0608;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;411
411;0.3733;395.482;27697.1377;0.1977;378.3361;2704750.4573;6.3521;16.9833;6.212;0.3346;1.4878;0.0;10.0402;0.0;0.0;46.1417;431.6955;224.8133;504.9137;838.4396;0.0073;15.5585;10139.0841;7.0258;1.4794;182.3806;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;412
412;0.3798;305.6287;27643.5292;0.23;289.3129;3010646.7727;5.3461;15.8518;5.2666;0.251;2.3786;0.0;10.2279;0.0;0.0;45.2453;62.896;211.6009;562.1418;724.1483;0.0043;16.1209;11446.2508;7.555;2.3695;173.7922;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;413
413;0.3991;459.5097;27735.2401;0.2368;442.6978;2872850.9542;5.0447;16.9854;5.0434;0.3144;2.5683;0.0;11.1335;0.0;0.0;43.3415;335.6646;315.4186;536.3625;824.6771;0.0001;15.0469;11356.6461;7.4714;2.5682;167.8933;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;414
414;0.4229;364.3276;27779.5908;0.2565;347.4304;2820399.4598;6.2045;16.2544;6.1183;0.4895;2.3041;0.0;11.0302;0.0;0.0;44.9601;184.8506;212.7122;526.5497;730.8212;0.0047;16.1064;10363.2601;7.8309;2.2955;173.4865;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;415
415;0.3563;750.251;27664.9257;0.2066;733.9227;3016160.3587;6.6124;15.4057;6.5475;0.2843;1.6259;0.0;10.9826;0.0;0.0;42.6535;459.797;394.792;563.1733;841.486;0.0039;16.632;11106.2947;7.9243;1.6206;163.7978;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;416
416;0.4311;669.3802;28007.207;0.2631;652.7357;2773550.282;6.8461;15.1855;6.819;0.3156;2.1083;0.0;11.2115;0.0;0.0;42.1535;170.153;341.4675;517.785;730.4505;0.0017;16.4241;10145.7597;7.5248;2.1053;190.9831;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;417
417;0.3806;420.0559;27836.4003;0.2067;402.6119;2792772.7326;6.752;16.3133;6.5733;0.4885;1.5637;0.0;11.6276;0.0;0.0;44.2177;277.257;222.3824;521.3812;742.9268;0.01;15.1096;10595.8861;7.4249;1.553;169.4589;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;418
418;0.3764;541.0491;27952.7991;0.1969;523.0168;2808205.4281;6.8498;15.5881;6.7548;0.2137;1.3966;0.0;11.9764;0.0;0.0;46.0956;90.4114;303.7525;524.2684;740.2138;0.0057;15.2835;10189.551;7.9295;1.3898;174.2426;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;419
419;0.3584;594.1933;27650.927;0.1872;577.1606;2750576.5616;6.1659;16.1663;6.1314;0.4459;1.4089;0.0;10.3739;0.0;0.0;44.6218;457.2598;344.369;513.487;874.6109;0.0019;15.4089;10480.1615;7.1609;1.4071;172.0594;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;420
420;0.3526;443.087;27807.9048;0.2072;428.788;2734248.5432;6.5641;16.9061;6.4598;0.3807;1.6651;0.0;11.1867;0.0;0.0;43.3971;82.9592;244.8076;510.4323;827.6025;0.0055;16.2721;11751.3604;7.003;1.658;173.5905;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;421
421;0.4085;564.0349;28101.8667;0.2596;547.12;3191038.0496;6.8123;15.2427;6.7692;0.4393;2.1871;0.0;11.8706;0.0;0.0;44.9221;362.3001;298.8133;595.89;733.119;0.0027;16.3344;11549.3983;7.4701;2.1824;188.3533;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;422
422;0.4146;521.7999;27919.1643;0.2585;505.971;2830493.3578;6.9488;16.3708;6.8135;0.4738;2.1171;0.0;10.6234;0.0;0.0;43.184;438.4197;259.4968;528.4381;841.1855;0.0076;16.0776;11122.1718;7.0823;2.1046;193.2681;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;423
423;0.4022;543.1373;27858.6742;0.2511;527.205;2936343.518;5.2147;16.4713;5.085;0.2219;2.8335;0.0;10.9562;0.0;0.0;43.3904;453.3696;370.0099;548.2409;709.9883;0.0066;15.4173;11954.1805;7.5769;2.8162;181.8764;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;424
424;0.4393;562.0874;28015.678;0.2641;544.165;2865885.0742;6.6062;16.5;6.4494;0.445;2.2419;0.0;11.1981;0.0;0.0;43.7359;230.0485;308.7053;535.0593;715.5937;0.0086;15.4964;10318.864;7.1143;2.2265;191.9681;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;425
425;0.3845;363.8086;28000.6703;0.2226;346.6242;2971585.0339;5.6904;15.4016;5.5176;0.3935;2.1361;0.0;11.3279;0.0;0.0;44.2572;172.9719;232.5108;554.834;856.9477;0.0098;15.9886;10815.4242;7.9831;2.119;188.4436;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;426
426;0.4087;625.9251;27830.2786;0.252;609.659;2889544.5852;6.0279;15.4978;5.8768;0.4066;2.361;0.0;10.6262;0.0;0.0;43.3883;359.5141;373.6671;539.4856;762.6058;0.0087;16.7243;10621.7888;7.6473;2.344;184.8524;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;427
427;0.4324;407.6728;27987.6727;0.2779;391.5261;2925490.0655;6.8779;15.6561;6.7609;0.2368;2.3639;0.0;11.9826;0.0;0.0;43.7086;187.9345;210.6914;546.2104;858.4265;0.007;16.8359;10761.6627;7.7175;2.349;177.0628;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;428
428;0.3696;350.4796;27806.0095;0.2071;333.4344;2916343.339;5.3407;15.8016;5.2941;0.4674;1.9167;0.0;10.8959;0.0;0.0;43.9762;450.99;221.5004;544.4992;747.95;0.0025;16.2739;10513.4898;7.0314;1.913;178.0495;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;429
429;0.3518;543.0419;27846.4114;0.1826;524.9522;2977368.0186;5.3389;16.8365;5.2389;0.2579;1.5928;0.0;11.4957;0.0;0.0;45.4753;301.0376;380.5881;555.9159;893.0217;0.005;16.081;10235.0468;7.964;1.5861;172.2741;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;430
430;0.3879;571.9441;27740.1008;0.2436;557.5713;2762416.2058;6.303;16.0013;6.2153;0.2278;2.2087;0.0;11.2385;0.0;0.0;42.4136;17.7484;326.7947;515.702;819.5401;0.0049;16.2129;11854.5612;7.4287;2.1989;166.7572;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;431
431;0.4017;325.3956;27872.2838;0.2423;307.9714;3045309.9367;5.7312;15.8191;5.6867;0.3204;2.2741;0.0;11.0501;0.0;0.0;44.8372;171.566;202.5862;568.6267;842.5734;0.0025;16.3956;10659.8854;7.0949;2.2693;181.5625;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;432
432;0.4678;597.4223;28009.9666;0.3203;582.2908;2873811.4887;7.1103;16.3444;6.9584;0.3882;2.7799;0.0;11.9375;0.0;0.0;43.4553;206.9938;304.9261;536.5422;768.6659;0.0087;16.5019;11509.1498;7.0002;2.7592;179.5993;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;433
433;0.416;445.294;27504.0872;0.2501;428.5015;2783218.7011;5.5022;16.8773;5.4831;0.3416;2.4787;0.0;10.0458;0.0;0.0;44.4443;203.886;291.5376;519.5938;707.2634;0.001;15.2755;10850.1476;7.0227;2.4766;163.0619;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;434
434;0.4039;371.2414;27692.8947;0.2255;352.7157;2875663.0701;5.3;15.017;5.1729;0.4496;2.2439;0.0;10.356;0.0;0.0;43.5796;479.5129;237.5992;536.8886;874.3689;0.0073;15.058;10308.4664;7.5438;2.2308;176.4093;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;435
435;0.3372;384.5564;27989.2646;0.1794;367.5371;3017882.0514;5.6885;15.8802;5.606;0.4943;1.496;0.0;10.7366;0.0;0.0;43.3635;294.0191;233.7646;563.4954;833.7648;0.0045;16.2632;10903.1717;7.7342;1.4915;197.7595;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;436
436;0.4827;529.1595;27713.2687;0.3238;510.9252;3181219.9646;6.4181;15.2323;6.3343;0.4411;2.9985;0.0;10.4093;0.0;0.0;45.0737;64.0626;310.5903;594.0532;887.7303;0.0051;16.9301;10304.9042;7.0777;2.9855;177.4633;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;437
437;0.4823;497.1131;27841.4935;0.3225;478.7806;3194007.8493;6.7941;16.6125;6.6154;0.2191;2.8938;0.0;11.0815;0.0;0.0;45.4509;213.515;274.6204;596.4456;745.1832;0.0098;16.6963;10435.0404;7.2967;2.8677;178.2695;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;438
438;0.4136;478.1035;27615.8992;0.259;463.0652;2685823.5969;6.3925;16.6278;6.378;0.4178;2.2485;0.0;10.5856;0.0;0.0;42.4317;278.2152;255.3267;501.3728;781.2461;0.0008;16.5925;10763.8558;7.3752;2.2471;165.3094;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;439
439;0.3193;441.7885;27756.1158;0.1691;424.5827;3179275.911;5.2131;15.0324;5.1543;0.2882;1.5233;0.0;10.7215;0.0;0.0;44.0862;140.8991;307.4307;593.6895;703.5818;0.0034;15.8251;11676.3264;7.1906;1.5191;176.2921;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;440
440;0.3606;431.1402;27852.6124;0.1868;413.0456;2898446.5009;5.6485;16.9619;5.6267;0.279;1.5201;0.0;10.2773;0.0;0.0;45.3837;483.2966;268.2264;541.151;847.6307;0.0011;15.4315;10380.2845;7.1558;1.5187;193.301;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;441
441;0.4412;585.0406;28009.1927;0.2843;568.8201;2895793.6723;5.6687;15.566;5.5516;0.3631;2.9498;0.0;10.917;0.0;0.0;46.091;271.7948;395.7534;540.6547;787.8732;0.0066;16.4697;10839.6636;7.3512;2.9328;196.317;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;442
442;0.3597;496.6248;28214.9471;0.1894;479.3545;2861488.1029;6.2712;15.9081;6.0953;0.3114;1.4202;0.0;11.9422;0.0;0.0;42.7977;90.8637;285.8937;534.2367;838.2454;0.0099;16.5361;10019.8271;7.4734;1.4092;196.693;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;443
443;0.4182;572.6506;27729.2841;0.2671;555.3013;3184377.9157;5.7073;15.3226;5.6846;0.4709;2.7066;0.0;11.2815;0.0;0.0;43.2999;448.153;347.7802;594.644;854.3004;0.0013;16.0712;11420.7614;7.7022;2.7037;165.1628;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;444
444;0.3612;449.637;27898.1018;0.2073;432.4643;3111757.3337;6.6544;15.7851;6.5015;0.3633;1.6866;0.0;11.9327;0.0;0.0;42.6115;178.857;237.0632;581.0579;827.308;0.0089;15.5363;11663.2495;7.8757;1.6748;170.2969;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;445
445;0.3977;491.4668;27881.1234;0.2374;473.4326;3135363.9271;6.9486;16.9729;6.9242;0.2026;1.8431;0.0;10.9043;0.0;0.0;44.0082;309.5845;247.5561;585.4743;748.9904;0.0013;15.9379;10908.3633;7.3701;1.8409;184.8008;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;446
446;0.3761;457.6318;27933.0884;0.2296;441.0286;3166795.9105;5.7018;15.6477;5.6666;0.297;2.2179;0.0;10.3752;0.0;0.0;45.8651;166.9682;301.0055;591.3547;800.7577;0.002;16.2555;11733.5206;7.4192;2.2141;199.2336;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;447
447;0.4393;423.041;28014.8492;0.2798;407.1885;2783727.5652;5.7094;15.9716;5.6009;0.2925;2.9025;0.0;11.5152;0.0;0.0;44.5978;387.8354;264.1966;519.689;795.4626;0.0059;15.8292;11093.5819;7.6644;2.8871;186.6098;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;448
448;0.3182;511.4089;27758.2915;0.1649;495.1573;2943111.6252;5.1723;15.8331;5.1581;0.2148;1.4928;0.0;11.2797;0.0;0.0;42.1717;373.2019;335.3319;549.5071;824.3967;0.0008;15.3159;11824.1026;7.737;1.4918;167.7608;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;449
449;0.4223;443.5499;27760.7374;0.25;425.2247;2953047.8394;5.2404;15.4668;5.2256;0.4266;2.5835;0.0;10.6549;0.0;0.0;42.8135;146.6333;294.8366;551.366;887.7831;0.0008;15.1027;10670.0706;7.0575;2.5817;177.8278;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;450
450;0.4151;558.9527;27957.4814;0.2484;541.4104;2941722.4047;5.3036;16.8379;5.3002;0.488;2.5691;0.0;10.92;0.0;0.0;43.1487;233.7906;371.248;549.2472;791.021;0.0002;15.2226;11016.0519;7.2723;2.5687;191.5276;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;451
451;0.4363;658.4872;27708.6166;0.2838;641.9545;3004776.6611;6.9756;15.9606;6.8424;0.4721;2.3688;0.0;10.8575;0.0;0.0;44.7339;403.3603;345.6716;561.0436;815.9499;0.0078;16.981;10703.0055;7.194;2.354;169.7091;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;452
452;0.3179;503.8689;27769.6831;0.1705;489.047;2791222.6212;5.5788;16.0486;5.5626;0.3173;1.4218;0.0;10.6887;0.0;0.0;42.0769;458.5267;302.1654;521.0912;830.7302;0.0009;16.4913;11419.2184;7.5367;1.4208;178.1024;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;453
453;0.3626;596.6221;28051.4167;0.218;580.3051;3165088.6499;6.3262;16.0576;6.2386;0.2236;1.8924;0.0;11.5865;0.0;0.0;43.3564;328.26;334.8652;591.0353;776.434;0.0049;16.5257;11737.7735;7.8133;1.8842;188.6175;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;454
454;0.3869;349.6383;27721.2834;0.2411;333.7546;3018878.9334;5.7276;16.5296;5.705;0.2385;2.3545;0.0;11.311;0.0;0.0;43.6662;449.1733;203.2431;563.6819;832.4055;0.0012;16.392;11594.7559;7.5985;2.352;164.0247;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;455
455;0.4531;755.5796;27936.1984;0.3;738.7211;3076024.0583;7.0913;15.643;6.941;0.2915;2.6062;0.0;11.1588;0.0;0.0;42.8196;184.6885;384.9514;574.3728;892.0439;0.0091;15.3424;11892.6065;7.295;2.5851;185.5216;0.0;42.39;1656.0;1174.0;2.41;2.38;0.0;0.0;0.0;9.43;33.62;300.0;0.0;0.0;0.0;680.5;1795.0;30366.0;0.0;10.0;0.0;0.0;1.0;1.0;11.6;3000.0;456
